traditional,simplified,pinyin,cefr_level,part_of_speech,definitions
輛,辆,liàng,A0,M,classifier for vehicles
出,出,chū,A0,V,variant of 出 (classifier for plays or chapters of classical novels)
進,进,jìn,A0,V,to go forward | to advance | to go in | to enter | to put in | to submit | to take in | to admit | (math.) base of a number system | classifier for sections in a building or residential compound
外國,外国,wàiguó,A0,N,foreign (country)
手,手,shŏu,A0,N,hand | (formal) to hold | person engaged in certain types of work | person skilled in certain types of work | personal(ly) | convenient | classifier for skill
腳,脚,jiăo,A0,N,role (variant of 角)
身體,身体,shēntĭ,A0,N,the body | one's health
眼睛,眼睛,yănjīng,A0,N,eye
鼻,鼻,bí,A0,N,nose
藥,药,yào,A0,N,"medicine | drug | substance used for a specific purpose (e.g. poisoning, explosion, fermenting) | to poison"
累,累,lèi,A0,Vs,rope | to bind together | to twist around
頭,头,tóu,A0,N,suffix for nouns
耳朵,耳朵,ěrduo,A0,N,ear | handle (on a cup)
感冒,感冒,gănmào,A0,Vp,to catch cold | (common) cold | (coll.) to be interested in (often used in the negative) | (Tw) to detest | can't stand
生病,生病,shēngbìng,A0,Vp-sep,to fall ill
餓,饿,è,A0,Vs,to be hungry | hungry | to starve (sb)
痛,痛,tòng,A0,Vs,ache | pain | sorrow | deeply | thoroughly
嘴巴,嘴巴,zuĭba/zuĭ,A0,N,mouth (CL:張|张) | slap in the face (CL:個|个)
嘴,嘴,zuĭba/zuĭ,A0,N,mouth | beak | nozzle | spout (of teapot etc)
病,病,bìng,A0,N,illness | disease | to fall ill | defect
看病,看病,kànbìng,A0,V-sep,to visit a doctor | to see a patient
元,元,yuán,A0,M,currency unit (esp. Chinese yuan) | first | original | primary | fundamental | constituent | part | era (of a reign) | meta- (prefix) | (math.) argument | variable | (Tw) (geology) eon
鞋,鞋,xié,A0,N,variant of 鞋
衣服,衣服,yīfú/yī,A0,N,clothes
衣,衣,yīfú/yī,A0,N,to dress | to wear | to put on (clothes)
比,比,bĭ,A0,Prep,to compare | (followed by a noun and adjective) more {adj.} than {noun} | ratio | to gesture | (Taiwan pr.  in some compounds derived from Classical Chinese)
要,要,yào,A0,V / Vaux,to want |  to need |  to ask for | will |  shall |  about to | need to |  should | if (same as 要是) | (bound form) important
長,长,cháng,A0,Vs,chief | head | elder | to grow | to develop | to increase | to enhance
新,新,xīn,A0,Vs,new | newly | meso- (chemistry)
一樣,一样,yīyàng,A0,Vs,same | like | equal to | the same as | just like
見,见,jiàn,A0,Vpt,to appear | also written 現|现
看見,看见,kànjiɑn,A0,V,to see | to catch sight of
聽見,听见,tīngjiàn,A0,Vpt,to hear
店,店,diàn,A0,N,inn |  old-style hotel (CL:家) | (bound form) shop |  store
短,短,duăn,A0,Vs,short | brief | to lack | weak point | fault
飽,饱,băo,A0,Vs,to eat till full | satisfied
舊,旧,jiù,A0,Vs,old | opposite: new 新 | former | worn (with age)
像,像,xiàng,A0,Vst,to resemble | to be like | to look as if | such as | appearance | image | portrait | image under a mapping (math.)
一共,一共,yīgòng /gòng,A0,Adv,altogether
共,共,yīgòng /gòng,A0,Adv,"common | general | to share | together | total | altogether | abbr. for 共產黨|共产党, Communist party"
夠,够,gòu,A0,Vs-pred,enough (sufficient) | enough (too much) | (coll.) (before adj.) really | (coll.) to reach by stretching out
筷,筷,kuài,A0,N,chopstick
件,件,jiàn,A0,M,"item | component | classifier for events, things, clothes etc"
杯,杯,bēi,A0,M,"variant of 杯 | trophy cup | classifier for certain containers of liquids: glass, cup"
杯,杯,bēi,A0,N,"variant of 杯 | trophy cup | classifier for certain containers of liquids: glass, cup"
菜,菜,cài,A0,N,"vegetable |  greens (CL:棵) | dish (of food) (CL:樣|样,道,盤|盘) | (of one's skills etc) weak |  poor | (coll.) (one's) type"
肉,肉,ròu,A0,N,meat | flesh | pulp (of a fruit) | (coll.) (of a fruit) squashy | (of a person) flabby | irresolute | Kangxi radical 130
酒,酒,jiŭ,A0,N,wine (esp. rice wine) | liquor | spirits | alcoholic beverage
喝,喝,hē,A0,V,to shout
少,少,shăo,A0,Vs-pred,young
多,多,duō,A0,Vs-pred / Adv,many |  much | too many |  in excess | (after a numeral) ... odd | how (to what extent) (Taiwan pr. ) | (bound form) multi- |  poly-
小吃,小吃,xiăochī,A0,N,snack | refreshments
牛奶,牛奶,niúnăi,A0,N,cow's milk
蛋,蛋,dàn,A0,N,egg | oval-shaped thing
餃,饺,jiăo,A0,N,dumplings with meat filling
麵,面,miàn,A0,N,flour | noodles | (of food) soft (not crunchy) | (slang) (of a person) ineffectual | spineless
湯,汤,tāng,A0,N,soup | hot or boiling water | decoction of medicinal herbs | water in which sth has been boiled
包子,包子,bāozi,A0,N,bao (steamed stuffed bun)
蛋糕,蛋糕,dàngāo,A0,N,cake
麵包,面包,miànbāo,A0,N,bread
水果,水果,shuĭguŏ,A0,N,fruit
香蕉,香蕉,xiāngjiāo,A0,N,banana
食物,食物,shíwù,A0,N,food
飲料,饮料,yĭnliào,A0,N,drink | beverage
果汁,果汁,guŏzhī,A0,N,fruit juice
甜,甜,tián,A0,Vs,sweet
菜單,菜单,càidān,A0,N,menu
巧克力,巧克力,qiăokèlì,A0,N,chocolate (loanword)
碗,碗,wăn,A0,N / M,bowl | cup
冰,冰,bīng,A0,N,variant of 冰
一起,一起,yīqĭ,A0,Adv,in the same place | together | with | altogether (in total)
因為,因为,yīnwèi,A0,Conj,because | owing to | on account of
和,和,hé,A0,Conj,old variant of 和 | harmonious
所以,所以,suŏyĭ,A0,Conj,therefore | as a result | so | the reason why
跟,跟,gēn,A0,Conj,heel | to follow closely | to go with | (of a woman) to marry sb | with | compared with | to | towards | and (joining two nouns)
一定,一定,yīdìng,A0,Adv,surely | certainly | necessarily | fixed | a certain (extent etc) | given | particular | must
可能,可能,kěnéng,A0,Vaux,might (happen) | possible | probable | possibility | probability | maybe | perhaps
邊,边,biān/biānr,A0,N,suffix of a noun of locality
邊兒,边儿,biān/biānr,A0,N,"side | edge | margin | border | boundary | proximity | thread (of ideas, plots etc) | see also 邊|边"
別,别,bié,A0,Adv,"to make sb change their ways, opinions etc"
馬上,马上,măshàng,A0,Adv,at once | right away | immediately | on horseback (i.e. by military force)
然後,然后,ránhòu,A0,Adv,then |  after that |  afterwards
得,得,děi,A0,Vpt,to have to | must | ought to | to need to
著,着,zhe,A0,Ptc,to wear (clothes) | to contact | to use | to apply
有點,有点,yŏudiăn/yŏuyīdiăn/yŏuyīdiănr,A0,Adv,a little
有一點,有一点,yŏudiăn/yŏuyīdiăn/yŏuyīdiănr,A0,Adv,a little |  somewhat
有一點兒,有一点儿,yŏudiăn/yŏuyīdiăn/yŏuyīdiănr,A0,Adv,a bit | a little
零,零,líng,A1,N,zero | nought | zero sign | fractional | fragmentary | odd (of numbers) | (placed between two numbers to indicate a smaller quantity followed by a larger one) | fraction | (in mathematics) remainder (after division) | extra | to wither and fall | to wither
爺爺,爷爷,yéye,A1,N,(coll.) father's father | paternal grandfather
奶奶,奶奶,năinai,A1,N,(informal) grandma (paternal grandmother) | (respectful) mistress of the house | (coll.) boobies | breasts
家庭,家庭,jiātíng,A1,N,family | household
別人,别人,biérén,A1,N,other people |  others |  other person
大人,大人,dàrén,A1,N,adult | grownup | title of respect toward superiors
老人,老人,lăorén,A1,N,old man or woman | the elderly | one's aged parents or grandparents
年輕,年轻,niánqīng,A1,Vs,young
男生,男生,nánshēng,A1,N,schoolboy | male student | boy | guy (young adult male)
女生,女生,nǚshēng,A1,N,schoolgirl | female student | girl
號碼,号码,hàomă,A1,N,number
在,在,zài,A1,Adv,to exist |  to be alive | (of sb or sth) to be (located) at | (used before a verb to indicate an action in progress)
哪,哪,na,A1,Ptc,"which? (interrogative, followed by classifier or numeral-classifier)"
地址,地址,dìzhĭ,A1,N,address
市,市,shì,A1,N,market | city
名,名,míng,A1,M,name | noun (part of speech) | place (e.g. among winners) | famous | classifier for people
城市,城市,chéngshì/chéng,A1,N,city |  town
城,城,chéngshì/chéng,A1,N,city walls | city | town
街,街,jiē,A1,N,street
電子郵件,电子邮件,diàn​zĭ​yóu​jiàn,A1,N,email
禮拜,礼拜,lĭbài,A1,N,to attend a religious service | (coll.) week | (coll.) Sunday
從前,从前,cóngqián,A1,N,previously | formerly | once upon a time
剛剛,刚刚,gānggāng/gāng,A1,Adv,just recently | just a moment ago
剛,刚,gānggāng/gāng,A1,Adv,hard | firm | strong | just | barely | exactly
一會兒,一会儿,yīhuĭr/yīhuĭ,A1,N,a moment | a while | in a moment | now...now... | also pr. 
一會,一会,yīhuĭr/yīhuĭ,A1,N,a moment | a while | in a moment | also pr. 
結婚,结婚,jiéhūn,A1,Vp-sep,to marry | to get married
春天,春天,chūntiān/chūn,A1,N,spring (season)
春,春,chūntiān/chūn,A1,N,spring (season) | gay | joyful | youthful | love | lust | life
夏天,夏天,xiàtiān/xià,A1,N,summer
夏,夏,xiàtiān/xià,A1,N,summer
秋天,秋天,qiūtiān/qiū,A1,N,autumn
秋,秋,qiūtiān/qiū,A1,N,see 鞦韆|秋千
冬天,冬天,dōngtiān/dōng,A1,N,winter
冬,冬,dōngtiān/dōng,A1,N,(onom.) beating a drum | rat-a-tat
笑,笑,xiào,A1,Vi,to laugh |  to smile | to laugh at
哭,哭,kū,A1,Vi,to cry |  to weep
高興,高兴,gāoxìng,A1,Vs,happy | glad | willing (to do sth) | in a cheerful mood
緊張,紧张,jĭnzhāng,A1,Vs,nervous | keyed up | intense | tense | strained | in short supply | scarce
可愛,可爱,kěài,A1,Vs,adorable | cute | lovely
生氣,生气,shēngqì,A1,Vs-sep,to get angry | to take offense | angry | vitality | liveliness
難過,难过,nánguò,A1,Vs,to feel sad | to feel unwell | (of life) to be difficult
聰明,聪明,cōngmíng,A1,Vs,intelligent | clever | bright | smart | acute (of sight and hearing)
相信,相信,xiāngxìn,A1,Vst,to be convinced (that sth is true) |  to believe |  to accept sth as true
經驗,经验,jīngyàn,A1,N,experience | to experience
辛苦,辛苦,xīnkŭ,A1,Vs,exhausting | hard | tough | arduous | to work hard | to go to a lot of trouble | hardship(s)
願意,愿意,yuànyì,A1,Vaux,to wish | to want | ready | willing (to do sth)
習慣,习惯,xíguàn,A1,N / Vs,habit | custom | usual practice | to be used to
當然,当然,dāngrán,A1,Adv,only natural | as it should be | certainly | of course | without doubt
更,更,gèng,A1,Adv,more | even more | further | still | still more
醫院,医院,yīyuàn,A1,N,hospital
公司,公司,gōngsī,A1,N,company |  firm |  corporation
辦公室,办公室,bàngōngshì,A1,N,office | business premises | bureau
工人,工人,gōngrén,A1,N,worker
護士,护士,hùshì,A1,N,nurse
司機,司机,sījī,A1,N,chauffeur |  driver
老闆,老板,lăobăn,A1,N,boss | business proprietor
老板,老板,lăobăn,A1,N,boss | business proprietor
上班,上班,shàngbān,A1,V-sep,to go to work | to be on duty | to start work | to go to the office
下班,下班,xiàbān,A1,V-sep,to finish work | to get off work
能力,能力,nénglì,A1,N,capability | ability
努力,努力,nǔlì,A1,Vs,to make an effort |  to try hard |  to strive | hard-working |  conscientious
準備,准备,zhǔnbèi,A1,V,preparation | to prepare | to intend | to be about to | reserve (fund)
打算,打算,dăsuàn,A1,Vaux,to plan | to intend | to calculate | plan | intention | calculation
計畫,计划,jìhuà,A1,V / N,plan | project | program | to plan | to map out
計劃,计划,jìhuà,A1,V / N,plan | project | program | to plan | to map out
機會,机会,jīhuì,A1,N,opportunity | chance | occasion
如果,如果,rúguŏ,A1,Conj,if | in case | in the event that
小學,小学,xiăoxué,A1,N,elementary school |  primary school
高中,高中,gāozhōng,A1,N,to pass brilliantly (used in congratulatory fashion)
上學,上学,shàngxué,A1,V-sep,to go to school | to attend school
開學,开学,kāixué,A1,Vp,(of a student) to start school | (of a semester) to begin | (old) to found a school | the start of a new term
班,班,bān,A1,M / N,team |  class |  grade | (military) squad | work shift | classifier for groups of people and scheduled transport vehicles
年級,年级,niánjí,A1,N,"grade | year (in school, college etc)"
作業,作业,zuòyè,A1,N,school assignment | homework | work | task | operation | to operate
成績,成绩,chéngjī,A1,N,achievement | performance records | grades
語言,语言,yǔyán,A1,N,language
華語,华语,huáyǔ/huáwén,A1,N,Chinese language
華文,华文,huáyǔ/huáwén,A1,N,Chinese language | Chinese script
黑板,黑板,hēibăn,A1,N,blackboard
課本,课本,kèběn,A1,N,textbook
字典,字典,zìdiăn,A1,N,"Chinese character dictionary (containing entries for single characters, contrasted with a 詞典|词典, which has entries for words of one or more characters) | (coll.) dictionary"
注意,注意,zhùyì,A1,Vst,to take note of |  to pay attention to
讀書,读书,dúshū,A1,V-sep,to read a book | to study | to attend school
回答,回答,huídá,A1,V/N,to reply |  to answer | reply |  answer
答,答,dá,A1,V,to answer | to reply | to respond
句,句,jù,A1,M,sentence | clause | phrase | classifier for phrases or lines of verse
圖,图,tú,A1,N,diagram | picture | drawing | chart | map | to plan | to scheme | to attempt | to pursue | to seek
部分,部分,bùfen,A1,Det / N,part | share | section | piece
部份,部份,bùfen,A1,Det / N,No definition available
想法,想法,xiăngfă,A1,N,way of thinking |  opinion |  notion | to think of a way (to do sth)
學習,学习,xuéxí,A1,V,to learn | to study
練習,练习,liànxí,A1,V / N,to practice | exercise | drill | practice
參加,参加,cānjiā,A1,V,to participate | to take part | to join
文化,文化,wénhuà,A1,N,culture | civilization | cultural
認為,认为,rènwéi,A1,V,to believe |  to think |  to consider |  to feel
清楚,清楚,qīngchŭ,A1,Vs,clear | distinct | to understand thoroughly | to be clear about
決定,决定,juédìng,A1,N / Vp,to decide (to do something) | to resolve | decision | certainly
記得,记得,jìde,A1,Vst,to remember
忘,忘,wàng,A1,Vp,to forget | to overlook | to neglect
棒,棒,bàng,A1,Vs,stick | club | cudgel | smart | capable | strong | wonderful | classifier for legs of a relay race
行,行,xíng,A1,Vs,to walk | to go | to travel | a visit | temporary | makeshift | current | in circulation | to do | to perform | capable | competent | effective | all right | OK! | will do | behavior | conduct | Taiwan pr.  for the behavior-conduct sense
行,行,háng,A1,M,to walk | to go | to travel | a visit | temporary | makeshift | current | in circulation | to do | to perform | capable | competent | effective | all right | OK! | will do | behavior | conduct | Taiwan pr.  for the behavior-conduct sense
講,讲,jiăng,A1,V,to speak | to explain | to negotiate | to emphasize | to be particular about | as far as sth is concerned | speech | lecture
